Perfil;Ancho;Alto;ColorVidrio;Acabado;Tarifa
HAVA;400;2000;TRANSPARENTE;LACADO;377,04
HAVA;400;2500;TRANSPARENTE;LACADO;408,74
HAVA;400;2800;TRANSPARENTE;LACADO;500,00
HAVA;500;500;TRANSPARENTE;LACADO;292,68
HAVA;500;1000;TRANSPARENTE;LACADO;332,59
HAVA;500;2000;TRANSPARENTE;LACADO;396,20
HAVA;500;2500;TRANSPARENTE;LACADO;432,28
HAVA;500;2800;TRANSPARENTE;LACADO;500,00
HAVA;600;500;TRANSPARENTE;LACADO;299,45
HAVA;600;1000;TRANSPARENTE;LACADO;344,34
HAVA;600;2000;TRANSPARENTE;LACADO;415,35
HAVA;600;2500;TRANSPARENTE;LACADO;455,82
HAVA;600;2800;TRANSPARENTE;LACADO;500,00
HAVA;400;500;TRANSPARENTE;ANODIZADO;289,26
HAVA;400;1000;TRANSPARENTE;ANODIZADO;326,53
HAVA;400;2000;TRANSPARENTE;ANODIZADO;387,38
HAVA;400;2500;TRANSPARENTE;ANODIZADO;421,41
HAVA;400;2800;TRANSPARENTE;ANODIZADO;500,00
HAVA;500;500;TRANSPARENTE;ANODIZADO;296,29
HAVA;500;1000;TRANSPARENTE;ANODIZADO;338,53
HAVA;500;2000;TRANSPARENTE;ANODIZADO;406,80
HAVA;500;2500;TRANSPARENTE;ANODIZADO;445,21
HAVA;500;2800;TRANSPARENTE;ANODIZADO;500,00
HAVA;600;500;TRANSPARENTE;ANODIZADO;303,32
HAVA;600;1000;TRANSPARENTE;ANODIZADO;350,54
HAVA;600;2000;TRANSPARENTE;ANODIZADO;426,21
HAVA;600;2500;TRANSPARENTE;ANODIZADO;469,00
HAVA;600;2800;TRANSPARENTE;ANODIZADO;500,00
HAVA;400;500;COLORMIX01;LACADO;287,31
HAVA;400;1000;COLORMIX01;LACADO;324,35
HAVA;400;2000;COLORMIX01;LACADO;398,44
HAVA;400;2500;COLORMIX01;LACADO;435,48
HAVA;400;2800;COLORMIX01;LACADO;500,00
HAVA;500;500;COLORMIX01;LACADO;294,65
HAVA;500;1000;COLORMIX01;LACADO;337,41
HAVA;500;2000;COLORMIX01;LACADO;422,94
HAVA;500;2500;COLORMIX01;LACADO;465,71
HAVA;500;2800;COLORMIX01;LACADO;500,00
HAVA;600;500;COLORMIX01;LACADO;301,99
HAVA;600;1000;COLORMIX01;LACADO;350,48
HAVA;600;2000;COLORMIX01;LACADO;447,45
HAVA;600;2500;COLORMIX01;LACADO;495,94
HAVA;600;2800;COLORMIX01;LACADO;500,00
HAVA;400;500;COLORMIX01;ANODIZADO;290,66
HAVA;400;1000;COLORMIX01;ANODIZADO;330,04
HAVA;400;2000;COLORMIX01;ANODIZADO;408,78
HAVA;400;2500;COLORMIX01;ANODIZADO;448,16
HAVA;400;2800;COLORMIX01;ANODIZADO;500,00
HAVA;500;500;COLORMIX01;ANODIZADO;298,26
HAVA;500;1000;COLORMIX01;ANODIZADO;343,35
HAVA;500;2000;COLORMIX01;ANODIZADO;433,54
HAVA;500;2500;COLORMIX01;ANODIZADO;478,64
HAVA;500;2800;COLORMIX01;ANODIZADO;500,00
HAVA;600;500;COLORMIX01;ANODIZADO;305,86
HAVA;600;1000;COLORMIX01;ANODIZADO;356,67
HAVA;600;2000;COLORMIX01;ANODIZADO;458,31
HAVA;600;2500;COLORMIX01;ANODIZADO;509,12
HAVA;600;2800;COLORMIX01;ANODIZADO;500,00
HAVA;400;500;GRISOSCURO;LACADO;307,25
HAVA;400;1000;GRISOSCURO;LACADO;363,53
HAVA;400;2000;GRISOSCURO;LACADO;454,56
HAVA;400;2500;GRISOSCURO;LACADO;505,64
HAVA;400;2800;GRISOSCURO;LACADO;500,00
HAVA;500;500;GRISOSCURO;LACADO;319,35
HAVA;500;1000;GRISOSCURO;LACADO;385,94
HAVA;500;2000;GRISOSCURO;LACADO;493,10
HAVA;500;2500;GRISOSCURO;LACADO;553,40
HAVA;500;2800;GRISOSCURO;LACADO;500,00
HAVA;600;500;GRISOSCURO;LACADO;331,46
HAVA;600;1000;GRISOSCURO;LACADO;408,36
HAVA;600;2000;GRISOSCURO;LACADO;531,63
HAVA;600;2500;GRISOSCURO;LACADO;601,17
HAVA;600;2800;GRISOSCURO;LACADO;500,00
HAVA;400;500;GRISOSCURO;ANODIZADO;310,60
HAVA;400;1000;GRISOSCURO;ANODIZADO;369,21
HAVA;400;2000;GRISOSCURO;ANODIZADO;464,90
HAVA;400;2500;GRISOSCURO;ANODIZADO;518,31
HAVA;400;2800;GRISOSCURO;ANODIZADO;500,00
HAVA;500;500;GRISOSCURO;ANODIZADO;322,97
HAVA;500;1000;GRISOSCURO;ANODIZADO;391,89
HAVA;500;2000;GRISOSCURO;ANODIZADO;503,70
HAVA;500;2500;GRISOSCURO;ANODIZADO;566,33
HAVA;500;2800;GRISOSCURO;ANODIZADO;500,00
HAVA;600;500;GRISOSCURO;ANODIZADO;335,33
HAVA;600;1000;GRISOSCURO;ANODIZADO;414,56
HAVA;600;2000;GRISOSCURO;ANODIZADO;542,49
HAVA;600;2500;GRISOSCURO;ANODIZADO;614,35
HAVA;600;2800;GRISOSCURO;ANODIZADO;500,00
HAVA;400;500;MATE;LACADO;300,17
HAVA;400;1000;MATE;LACADO;349,36
HAVA;400;2000;MATE;LACADO;406,12
HAVA;400;2500;MATE;LACADO;445,09
HAVA;400;2800;MATE;LACADO;500,00
HAVA;500;500;MATE;LACADO;310,50
HAVA;500;1000;MATE;LACADO;368,24
HAVA;500;2000;MATE;LACADO;432,55
HAVA;500;2500;MATE;LACADO;477,72
HAVA;500;2800;MATE;LACADO;500,00
HAVA;600;500;MATE;LACADO;320,84
HAVA;600;1000;MATE;LACADO;387,11
HAVA;600;2000;MATE;LACADO;458,98
HAVA;600;2500;MATE;LACADO;510,34
HAVA;600;2800;MATE;LACADO;500,00
HAVA;400;500;MATE;ANODIZADO;303,52
HAVA;400;1000;MATE;ANODIZADO;355,05
HAVA;400;2000;MATE;ANODIZADO;416,47
HAVA;400;2500;MATE;ANODIZADO;457,76
HAVA;400;2800;MATE;ANODIZADO;500,00
HAVA;500;500;MATE;ANODIZADO;314,11
HAVA;500;1000;MATE;ANODIZADO;374,18
HAVA;500;2000;MATE;ANODIZADO;443,15
HAVA;500;2500;MATE;ANODIZADO;490,64
HAVA;500;2800;MATE;ANODIZADO;500,00
HAVA;600;500;MATE;ANODIZADO;324,71
HAVA;600;1000;MATE;ANODIZADO;393,31
HAVA;600;2000;MATE;ANODIZADO;469,83
HAVA;600;2500;MATE;ANODIZADO;523,53
HAVA;600;2800;MATE;ANODIZADO;500,00
KABI;400;500;SINVIDRIO;LACADO;162,56
KABI;400;1000;SINVIDRIO;LACADO;173,31
KABI;400;2000;SINVIDRIO;LACADO;194,80
KABI;400;2500;SINVIDRIO;LACADO;205,55
KABI;400;2800;SINVIDRIO;LACADO;500,00
KABI;500;500;SINVIDRIO;LACADO;163,60
KABI;500;1000;SINVIDRIO;LACADO;174,34
KABI;500;2000;SINVIDRIO;LACADO;195,84
KABI;500;2500;SINVIDRIO;LACADO;206,58
KABI;500;2800;SINVIDRIO;LACADO;500,00
KABI;600;500;SINVIDRIO;LACADO;164,63
KABI;600;1000;SINVIDRIO;LACADO;175,38
KABI;600;2000;SINVIDRIO;LACADO;196,87
KABI;600;2500;SINVIDRIO;LACADO;207,62
KABI;600;2800;SINVIDRIO;LACADO;500,00
KABI;400;500;SINVIDRIO;ANODIZADO;165,92
KABI;400;1000;SINVIDRIO;ANODIZADO;178,99
KABI;400;2000;SINVIDRIO;ANODIZADO;205,14
KABI;400;2500;SINVIDRIO;ANODIZADO;218,22
KABI;400;2800;SINVIDRIO;ANODIZADO;500,00
KABI;500;500;SINVIDRIO;ANODIZADO;167,21
KABI;500;1000;SINVIDRIO;ANODIZADO;180,29
KABI;500;2000;SINVIDRIO;ANODIZADO;206,44
KABI;500;2500;SINVIDRIO;ANODIZADO;219,51
KABI;500;2800;SINVIDRIO;ANODIZADO;500,00
KABI;600;500;SINVIDRIO;ANODIZADO;168,50
KABI;600;1000;SINVIDRIO;ANODIZADO;181,58
KABI;600;2000;SINVIDRIO;ANODIZADO;207,73
KABI;600;2500;SINVIDRIO;ANODIZADO;220,80
KABI;600;2800;SINVIDRIO;ANODIZADO;500,00
KABI;400;500;TRANSPARENTE;LACADO;222,82
KABI;400;1000;TRANSPARENTE;LACADO;256,84
KABI;400;2000;TRANSPARENTE;LACADO;311,20
KABI;400;2500;TRANSPARENTE;LACADO;341,97
KABI;400;2800;TRANSPARENTE;LACADO;500,00
KABI;500;500;TRANSPARENTE;LACADO;229,50
KABI;500;1000;TRANSPARENTE;LACADO;268,50
KABI;500;2000;TRANSPARENTE;LACADO;330,26
KABI;500;2500;TRANSPARENTE;LACADO;365,42
KABI;500;2800;TRANSPARENTE;LACADO;500,00
KABI;600;500;TRANSPARENTE;LACADO;236,19
KABI;600;1000;TRANSPARENTE;LACADO;280,16
KABI;600;2000;TRANSPARENTE;LACADO;349,33
KABI;600;2500;TRANSPARENTE;LACADO;388,88
KABI;600;2800;TRANSPARENTE;LACADO;500,00
KABI;400;500;TRANSPARENTE;ANODIZADO;226,18
KABI;400;1000;TRANSPARENTE;ANODIZADO;262,52
KABI;400;2000;TRANSPARENTE;ANODIZADO;321,54
KABI;400;2500;TRANSPARENTE;ANODIZADO;354,64
KABI;400;2800;TRANSPARENTE;ANODIZADO;500,00
KABI;500;500;TRANSPARENTE;ANODIZADO;233,12
KABI;500;1000;TRANSPARENTE;ANODIZADO;274,44
KABI;500;2000;TRANSPARENTE;ANODIZADO;340,86
KABI;500;2500;TRANSPARENTE;ANODIZADO;378,35
KABI;500;2800;TRANSPARENTE;ANODIZADO;500,00
KABI;600;500;TRANSPARENTE;ANODIZADO;240,06
KABI;600;1000;TRANSPARENTE;ANODIZADO;286,35
KABI;600;2000;TRANSPARENTE;ANODIZADO;360,19
KABI;600;2500;TRANSPARENTE;ANODIZADO;402,06
KABI;600;2800;TRANSPARENTE;ANODIZADO;500,00
KABI;400;500;COLORMIX01;LACADO;224,22
KABI;400;1000;COLORMIX01;LACADO;260,34
KABI;400;2000;COLORMIX01;LACADO;332,59
KABI;400;2500;COLORMIX01;LACADO;368,72
KABI;400;2800;COLORMIX01;LACADO;500,00
KABI;500;500;COLORMIX01;LACADO;231,47
KABI;500;1000;COLORMIX01;LACADO;273,32
KABI;500;2000;COLORMIX01;LACADO;357,01
KABI;500;2500;COLORMIX01;LACADO;398,86
KABI;500;2800;COLORMIX01;LACADO;500,00
KABI;600;500;COLORMIX01;LACADO;238,73
KABI;600;1000;COLORMIX01;LACADO;286,30
KABI;600;2000;COLORMIX01;LACADO;381,43
KABI;600;2500;COLORMIX01;LACADO;429,00
KABI;600;2800;COLORMIX01;LACADO;500,00
KABI;400;500;COLORMIX01;ANODIZADO;227,57
KABI;400;1000;COLORMIX01;ANODIZADO;266,03
KABI;400;2000;COLORMIX01;ANODIZADO;342,94
KABI;400;2500;COLORMIX01;ANODIZADO;381,39
KABI;400;2800;COLORMIX01;ANODIZADO;500,00
KABI;500;500;COLORMIX01;ANODIZADO;235,09
KABI;500;1000;COLORMIX01;ANODIZADO;279,26
KABI;500;2000;COLORMIX01;ANODIZADO;367,61
KABI;500;2500;COLORMIX01;ANODIZADO;411,79
KABI;500;2800;COLORMIX01;ANODIZADO;500,00
KABI;600;500;COLORMIX01;ANODIZADO;242,60
KABI;600;1000;COLORMIX01;ANODIZADO;292,49
KABI;600;2000;COLORMIX01;ANODIZADO;392,29
KABI;600;2500;COLORMIX01;ANODIZADO;442,18
KABI;600;2800;COLORMIX01;ANODIZADO;500,00
KABI;400;500;GRISOSCURO;LACADO;244,16
KABI;400;1000;GRISOSCURO;LACADO;299,52
KABI;400;2000;GRISOSCURO;LACADO;388,72
KABI;400;2500;GRISOSCURO;LACADO;438,87
KABI;400;2800;GRISOSCURO;LACADO;500,00
KABI;500;500;GRISOSCURO;LACADO;256,18
KABI;500;1000;GRISOSCURO;LACADO;321,85
KABI;500;2000;GRISOSCURO;LACADO;427,16
KABI;500;2500;GRISOSCURO;LACADO;486,55
KABI;500;2800;GRISOSCURO;LACADO;500,00
KABI;600;500;GRISOSCURO;LACADO;268,20
KABI;600;1000;GRISOSCURO;LACADO;344,18
KABI;600;2000;GRISOSCURO;LACADO;465,61
KABI;600;2500;GRISOSCURO;LACADO;534,23
KABI;600;2800;GRISOSCURO;LACADO;500,00
KABI;400;500;GRISOSCURO;ANODIZADO;247,52
KABI;400;1000;GRISOSCURO;ANODIZADO;305,21
KABI;400;2000;GRISOSCURO;ANODIZADO;399,06
KABI;400;2500;GRISOSCURO;ANODIZADO;451,54
KABI;400;2800;GRISOSCURO;ANODIZADO;500,00
KABI;500;500;GRISOSCURO;ANODIZADO;259,79
KABI;500;1000;GRISOSCURO;ANODIZADO;327,79
KABI;500;2000;GRISOSCURO;ANODIZADO;437,76
KABI;500;2500;GRISOSCURO;ANODIZADO;499,48
KABI;500;2800;GRISOSCURO;ANODIZADO;500,00
KABI;600;500;GRISOSCURO;ANODIZADO;272,07
KABI;600;1000;GRISOSCURO;ANODIZADO;350,38
KABI;600;2000;GRISOSCURO;ANODIZADO;476,47
KABI;600;2500;GRISOSCURO;ANODIZADO;547,41
KABI;600;2800;GRISOSCURO;ANODIZADO;500,00
KABI;400;500;MATE;LACADO;237,08
KABI;400;1000;MATE;LACADO;285,36
KABI;400;2000;MATE;LACADO;340,28
KABI;400;2500;MATE;LACADO;378,32
KABI;400;2800;MATE;LACADO;500,00
KABI;500;500;MATE;LACADO;247,33
KABI;500;1000;MATE;LACADO;304,14
KABI;500;2000;MATE;LACADO;366,62
KABI;500;2500;MATE;LACADO;410,86
KABI;500;2800;MATE;LACADO;500,00
KABI;600;500;MATE;LACADO;257,58
KABI;600;1000;MATE;LACADO;322,93
KABI;600;2000;MATE;LACADO;392,96
KABI;600;2500;MATE;LACADO;443,41
KABI;600;2800;MATE;LACADO;500,00
KABI;400;500;MATE;ANODIZADO;240,43
KABI;400;1000;MATE;ANODIZADO;291,04
KABI;400;2000;MATE;ANODIZADO;350,62
KABI;400;2500;MATE;ANODIZADO;390,99
KABI;400;2800;MATE;ANODIZADO;500,00
KABI;500;500;MATE;ANODIZADO;250,94
KABI;500;1000;MATE;ANODIZADO;310,09
KABI;500;2000;MATE;ANODIZADO;377,22
KABI;500;2500;MATE;ANODIZADO;423,79
KABI;500;2800;MATE;ANODIZADO;500,00
KABI;600;500;MATE;ANODIZADO;261,45
KABI;600;1000;MATE;ANODIZADO;329,13
KABI;600;2000;MATE;ANODIZADO;403,81
KABI;600;2500;MATE;ANODIZADO;456,59
KABI;600;2800;MATE;ANODIZADO;500,00
